No.,Name,Type,Zone,PF,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,src,ar,des,dep,lateness,Stoppage
12143,Mumbai LTT - Sultanp...,2,CR,2,0,1,0,0,0,0,0,LKO,17:35,SLN,17:40,3:07,0:05
12436,New Delhi - Dibrugar...,1,NR,1,1,0,0,0,1,0,0,LKO,17:35,DBRT,17:38,0:55,0:03
12236,New Delhi - Dibrugar...,1,NR,1,0,0,1,0,0,0,0,LKO,17:35,DBRG,17:38,2:13,0:03
82303,Howrah - Jammu Tawi ...,2,ER,2,0,0,0,0,0,1,0,LKO,17:35,JAT,17:40,1:43,0:05
11079,Mumbai LTT - Gorakhp...,3,CR,2,0,0,0,0,0,1,0,LKO,17:35,GKP,17:45,2:25,0:10
3051,Howrah - Jammu Tawi ...,3,ER,2,0,0,0,0,0,1,0,LKO,17:35,JAT,17:45,3:10,0:10
14228,Varuna Express*,3,NR,3,0,1,0,0,1,0,0,LKO,17:50,BSB,18:00,3:55,0:10
24228,Varuna Express,3,NR,5,1,0,1,1,0,1,1,LKO,17:50,BSB,18:00,2:30,0:10
15707,Amrapali Express (PT...,3,NFR,4,1,1,1,1,1,1,1,LKO,17:55,ASR,18:05,1:16,0:10
14216,Ganga Gomti Express*,3,NR,8,1,1,1,1,1,1,1,LKO,18:00,ALD,18:10,1:46,0:10
12237,Begampura Express (P...,2,NR,7,1,1,1,1,1,1,1,LKO,18:05,JAT,18:10,2:39,0:05
15910,Avadh Assam Express ...,3,NFR,1,1,1,1,1,1,1,1,LKO,18:10,DBRG,18:20,3:53,0:10
82304,Jammu Tawi - Howrah ...,2,ER,2,1,0,0,0,0,0,0,LKO,18:20,HWH,18:25,3:31,0:05
3052,Jammu Tawi - Howrah ...,3,ER,2,1,0,0,0,0,0,0,LKO,18:20,HWH,18:30,1:10,0:10
13009,Doon Express (PT),3,ER,5,1,1,1,1,1,1,1,LKO,18:25,DDN,18:35,0:47,0:10
22684,Lucknow - Yesvantpur...*,2,SWR,2,0,0,0,0,1,0,0,LKO,18:30,YPR,18:35,0:24,0:05
14007,Sadbhavna Express (v...,3,NR,7,0,0,0,0,1,0,1,LKO,18:40,ANVT,18:50,0:00,0:10
14013,Sadbhavana Express,3,NR,7,1,0,1,0,0,0,0,LKO,18:40,ANVT,18:50,1:21,0:10
14015,Sadbhavna Express (v...,3,NR,7,0,1,0,1,0,0,0,LKO,18:40,ANVT,18:50,2:32,0:10
14017,Sadbhavna Express (v...,3,NR,4,0,0,0,0,0,1,0,LKO,18:40,ANVT,18:50,0:14,0:10
12204,Amritsar - Saharsa G...,2,NR,2,1,0,0,1,0,0,1,LKO,18:50,SHC,18:55,2:34,0:05
54284,Lucknow - Sultanpur ...*,5,NR,8,1,1,1,1,1,1,1,LKO,18:55,SLN,19:10,0:17,0:15
15025,Mau - Anand Vihar Te...,3,NER,4,1,0,1,0,0,0,0,LKO,19:00,ANVT,19:10,3:09,0:10
4406,Delhi - Darbhanga AC...,3,NR,2,0,1,0,0,1,0,0,LKO,19:05,DBG,19:15,1:00,0:10
14124,Kanpur - Pratapgarh ...,3,NCR,3,1,1,1,1,1,1,1,LKO,19:10,PBH,19:20,0:47,0:10
64221,Lucknow Shahjahanpur...*,4,NR,2,1,1,1,1,1,0,1,LKO,19:10,SPN,19:13,3:35,0:03
4413,Lucknow - Anand Viha...*,3,NR,2,0,0,0,1,0,1,0,LKO,19:20,ANVT,19:30,3:24,0:10
13413,Farakka Express (via...,3,ER,6,1,0,1,0,0,1,0,LKO,19:30,DLI,19:40,2:16,0:10
13483,Farakka Express (via...,3,ER,7,0,1,0,1,1,0,1,LKO,19:30,DLI,19:40,0:21,0:10
12587,Gorakhpur - Jammu Ta...,2,NER,4,0,1,0,0,0,0,0,LKO,19:50,JAT,19:55,1:29,0:05
15653,Guwahati - Jammu Taw...,3,NFR,4,0,0,0,0,1,0,0,LKO,19:50,JAT,20:00,2:57,0:10
12331,Himgiri SF Express (...,2,ER,1,1,0,0,1,0,0,1,LKO,19:50,JAT,19:55,2:51,0:05
15097,Bhagalpur - Jammu Ta...,3,NER,1,0,0,0,0,0,1,0,LKO,19:50,JAT,20:00,3:42,0:10
15651,Lohit Express (PT),3,NFR,4,0,0,1,0,0,0,0,LKO,19:50,JAT,20:00,3:41,0:10
15066,Panvel - Gorakhpur E...,3,NER,3,1,0,1,0,1,0,1,LKO,19:55,GKP,20:05,0:57,0:10
15064,Mumbai LTT - Gorakhp...,3,NER,7,0,0,0,1,0,0,0,LKO,19:55,GKP,20:05,0:22,0:10
54251,Lucknow - Saharanpur...*,5,NR,7,1,1,1,1,1,1,1,LKO,20:00,SRE,20:15,0:10,0:15
12540,Lucknow - Yesvantpur...*,2,SWR,2,0,0,0,0,0,1,0,LKO,20:00,YPR,20:05,0:34,0:05
14205,Faizabad - Delhi Exp...,3,NR,6,1,1,1,1,1,1,1,LKO,20:10,DLI,20:20,3:27,0:10
12318,Akal Takht Express (...,2,ER,2,0,0,1,0,0,1,0,LKO,20:15,KOAA,20:20,0:43,0:05
12358,Durgiana Express (PT...,2,ER,1,0,1,0,0,1,0,0,LKO,20:15,KOAA,20:20,1:45,0:05
12326,Gurumukhi SF Express,2,ER,1,0,0,0,0,0,0,1,LKO,20:15,KOAA,20:20,1:06,0:05
64213,Lucknow - Kanpur MEM...*,4,NR,5,1,1,1,1,1,1,1,LKO,20:20,CNB,20:23,2:33,0:03
11124,Gwalior - Barauni Ma...,3,NCR,3,1,1,1,1,1,1,1,LKO,20:25,BJU,20:35,0:31,0:10
12391,Shramjeevi SF Expres...,2,ECR,4,1,1,1,1,1,1,1,LKO,20:30,NDLS,20:35,1:13,0:05
64236,Kanpur Central - Bar...,4,NR,1,1,1,1,1,1,1,0,LKO,20:40,BBK,20:43,0:06,0:03
14257,Kashi Vishwanath Exp...,3,NR,6,1,1,1,1,1,1,1,LKO,20:45,NDLS,20:55,3:00,0:10
15706,Champaran Humsafar E...,2,NFR,2,0,0,1,0,0,1,0,LKO,20:55,KIR,21:00,3:27,0:05
12565,Bihar Sampark Kranti...,2,ECR,4,1,1,1,1,1,1,1,LKO,21:10,NDLS,21:15,2:37,0:05
15635,Dwarka Express (PT),3,NFR,2,0,0,0,0,0,0,1,LKO,21:15,GHY,21:25,0:45,0:10
15667,Gandhidham - Kamakhy...,3,NFR,2,1,0,0,0,0,0,0,LKO,21:15,KYQ,21:25,1:19,0:10
15026,Anand Vihar Terminal...,3,NER,2,0,1,0,0,0,1,0,LKO,21:15,MAU,21:25,3:24,0:10
12392,Shramjeevi SF Expres...,2,ECR,6,1,1,1,1,1,1,1,LKO,21:25,RGD,21:30,0:49,0:05
14523,Harihar Express,3,NR,7,0,1,0,0,1,0,0,LKO,21:30,UMB,21:40,3:01,0:10
4501,Lucknow - Nangaldam ...*,2,NR,2,0,0,1,0,0,0,0,LKO,21:30,NLDM,21:35,2:29,0:05
19404,Sultanpur - Ahmedaba...,3,WR,6,0,0,0,1,0,0,0,LKO,21:30,ADI,21:40,2:02,0:10
19408,Varanasi - Ahmedabad...,3,WR,4,0,0,0,0,0,0,1,LKO,21:30,ADI,21:40,2:01,0:10
14207,Padmavat Express,3,NR,5,1,1,1,1,1,1,1,LKO,21:40,DLI,21:50,0:19,0:10
12555,Gorakhdham SF Expres...,2,NER,5,1,1,1,1,1,1,1,LKO,21:50,HSR,21:55,1:17,0:05
14258,Kashi Vishwanath Exp...,3,NR,4,1,1,1,1,1,1,1,LKO,21:50,BSB,22:00,3:12,0:10
13258,Anand Vihar Terminal...,3,ECR,4,1,1,1,1,1,1,1,LKO,22:00,DNR,22:10,0:21,0:10
12566,Bihar Sampark Kranti...,2,ECR,6,1,1,1,1,1,1,1,LKO,22:05,DBG,22:10,2:46,0:05
12553,Vaishali SF Express ...,2,ECR,4,1,1,1,1,1,1,1,LKO,22:05,NDLS,22:10,3:23,0:05
12229,Lucknow Mail (PT)*,2,NR,1,1,1,1,1,1,1,1,LKO,22:15,NDLS,22:20,2:09,0:05
12231,Lucknow - Chandigarh...*,2,NR,2,1,1,1,1,1,1,1,LKO,22:30,CDG,22:35,0:22,0:05
14308,Bareilly - Prayag Ex...,3,NR,5,1,1,1,1,1,1,1,LKO,22:30,PRG,22:40,1:27,0:10
22412,New Delhi - Naharlag...,2,NR,7,1,0,0,0,0,0,0,LKO,22:35,NHLN,22:40,0:49,0:05
2412,Arunachal AC SF Spec...,2,NR,7,0,0,0,0,1,0,0,LKO,22:35,NHLN,22:40,0:05,0:05
15115,Loknayak Express,3,NER,7,0,0,0,0,0,0,1,LKO,22:40,DLI,22:50,0:33,0:10
12184,Pratapgarh - Bhopal ...,2,WCR,3,0,1,0,1,0,0,1,LKO,22:45,BPL,22:50,1:34,0:05
19314,Rajendranagar Termin...,3,WR,4,0,0,0,0,0,1,0,LKO,22:45,INDB,22:55,1:10,0:10
9308,Patna - Indore Summe...,3,WR,2,0,0,0,1,0,0,0,LKO,22:45,INDB,22:55,1:32,0:10
4419,Lucknow - Hazrat Niz...*,3,NR,2,0,0,0,0,1,0,0,LKO,22:45,NZM,22:55,3:35,0:10
4421,Lucknow - Anand Viha...*,3,NR,2,0,0,1,0,0,0,0,LKO,22:45,ANVT,22:55,2:12,0:10
12558,Sapt Kranti SF Expre...,2,ECR,3,1,1,1,1,1,1,1,LKO,22:50,MFP,22:55,1:28,0:05
19322,Rajendra Nagar Termi...,3,WR,7,0,1,0,0,0,0,0,LKO,22:55,INDB,23:05,1:41,0:10
15029,Gorakhpur - Pune Wee...,3,NER,4,0,0,0,0,1,0,0,LKO,22:55,PUNE,23:05,3:53,0:10
19402,Lucknow - Ahmedabad ...*,3,WR,3,0,0,1,0,0,0,0,LKO,22:55,ADI,23:05,1:35,0:10
14511,Nauchandi Express,3,NR,4,1,1,1,1,1,1,1,LKO,23:10,SRE,23:20,1:27,0:10
14511,Nauchandi Link Expre...,3,NCR,4,1,1,1,1,1,1,1,LKO,23:10,KRJ,23:20,2:54,0:10
19166,Darbhanga - Ahmedaba...,3,WR,7,0,1,0,1,0,0,1,LKO,23:20,ADI,23:30,3:38,0:10
19168,Varanasi - Ahmedabad...,3,WR,7,1,0,1,0,1,1,0,LKO,23:20,ADI,23:30,1:01,0:10
14236,Bareilly - Varanasi ...,3,NR,3,1,1,1,1,1,1,1,LKO,23:25,BSB,23:35,1:29,0:10
12429,Lucknow - New Delhi ...*,2,NR,1,1,1,1,1,1,1,1,LKO,23:30,NDLS,23:35,2:38,0:05
14260,Ekatmata Express*,3,NR,3,0,0,0,0,0,0,1,LKO,23:35,MGS,23:45,3:06,0:10
12557,Sapt Kranti SF Expre...,2,ECR,4,1,1,1,1,1,1,1,LKO,23:45,ANVT,23:50,2:04,0:05
12524,New Delhi - New Jalp...,2,NFR,3,1,0,0,1,0,0,0,LKO,23:45,NJP,23:50,1:42,0:05
19601,Udaipur City - New J...,3,NWR,2,0,0,0,0,0,0,1,LKO,23:45,NJP,23:55,0:48,0:10
12372,Jaisalmer - Howrah S...,2,ER,3,0,0,0,0,1,0,0,LKO,23:45,HWH,23:50,2:16,0:05
19407,Ahmedabad - Varanasi...,3,WR,3,0,0,0,0,0,1,0,LKO,23:45,BSB,23:55,3:04,0:10
13237,Patna - Kota Express...,3,ECR,6,1,0,1,0,0,0,1,LKO,23:55,KOTA,0:05,1:46,0:10
13239,Patna - Kota Express...,3,ECR,6,0,1,0,1,1,1,0,LKO,23:55,KOTA,0:05,1:16,0:10
4206,Lucknow - Kolkata We...*,3,NR,2,0,1,0,0,0,0,0,LKO,23:55,KOAA,0:05,1:38,0:10
