No.,Name,Type,Zone,PF,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,src,ar,des,dep,lateness,stoppage
13008,Udyan Abha Toofan Ex...,3,ER,6,1,1,1,1,1,1,1,ALD,22:10,SGNR,22:18,3:40,0:08
19421,Ahmedabad - Patna Ex...,3,WR,8,0,1,0,0,0,0,0,ALD,22:10,ADI,22:18,0:50,0:08
15560,Ahmedabad - Darbhang...,3,ECR,8,0,0,0,0,0,0,1,ALD,22:10,ADI,22:18,2:02,0:08
14216,Ganga Gomti Express*,3,NR,10,1,1,1,1,1,1,1,ALD,22:25,LKO,22:33,0:31,0:08
12941,Parasnath SF Express...,2,WR,4,0,0,0,1,0,0,0,ALD,22:35,BVC,22:40,2:21,0:05
12316,Ananya Express,2,ER,4,0,1,0,0,0,0,0,ALD,22:35,UDZ,22:40,0:47,0:05
12495,Pratap SF Express,2,NWR,2,0,0,0,0,1,0,0,ALD,22:35,BKN,22:40,0:10,0:05
12937,Garba SF Express (PT...,2,WR,4,1,0,0,0,0,0,0,ALD,22:35,GIMB,22:40,2:52,0:05
22858,Anand Vihar Terminal...,2,SER,6,0,0,1,0,0,0,0,ALD,22:35,ANVT,22:40,0:00,0:05
9411,Ahmedabad - Patna A...,3,WR,2,0,0,1,0,0,0,0,ALD,22:45,ADI,22:53,2:51,0:08
12166,Ratnagiri SF Express,2,CR,8,0,0,1,0,0,1,1,ALD,23:00,BSB,23:05,0:35,0:05
12878,New Delhi - Ranchi G...,2,SER,4,1,0,1,0,1,0,0,ALD,23:03,NDLS,23:08,2:40,0:05
12424,New Delhi - Dibrugar...,1,NR,4,1,1,1,1,1,1,1,ALD,23:12,NDLS,23:15,2:48,0:03
12302,New Delhi - Howrah R...,1,ER,4,1,1,1,1,1,0,1,ALD,23:40,NDLS,23:43,0:26,0:03
12306,New Delhi - Howrah R...,1,ER,4,0,0,0,0,0,1,0,ALD,23:40,NDLS,23:43,3:31,0:03
22969,Okha - Varanasi SF E...,2,WR,10,0,0,0,0,0,1,0,ALD,23:40,OKHA,23:45,2:38,0:05
1455,Pune - Manduadih Unr...,3,CR,2,0,0,0,0,0,1,0,ALD,23:50,PUNE,23:58,0:56,0:08
