No.,Name,Type,Zone,PF,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,src,ar,des,dep,lateness,Stoppage
22110,Hazrat Nizamuddin - ...,2,CR,2,0,0,0,1,0,0,0,JHS,20:22,NZM,20:27,1:41,0:05
11057,Mumbai CSMT - Amrits...,3,CR,4,1,1,1,1,1,1,1,JHS,20:30,CSMT,20:40,2:03,0:10
12612,Hazrat Nizamuddin - ...,2,SR,1,0,1,0,0,0,0,0,JHS,20:38,NZM,20:43,0:45,0:05
12434,Hazrat Nizamuddin - ...,1,NR,1,0,0,0,1,0,1,0,JHS,20:38,NZM,20:41,1:09,0:03
12438,Hazrat Nizamuddin - ...,1,NR,1,1,0,0,0,0,0,0,JHS,20:38,NZM,20:41,3:15,0:03
12442,New Delhi - Bilaspur...,1,NR,1,0,0,1,0,0,0,1,JHS,20:38,NDLS,20:41,3:46,0:03
12191,Shridham SF Express,2,WCR,2,1,1,1,1,1,1,1,JHS,20:40,NDLS,20:45,1:29,0:05
4906,Delhi Sarai Rohilla ...,3,NR,2,0,0,0,1,0,0,0,JHS,20:45,DEE,20:55,1:27,0:10
22167,Singrauli - Hazrat N...,2,WCR,4,1,0,0,0,0,0,0,JHS,20:55,SGRL,21:00,1:41,0:05
4134,Bandra Terminus - Al...,3,NCR,2,0,0,0,0,0,1,0,JHS,21:05,BDTS,21:15,1:47,0:10
12780,Goa Express (PT),2,SWR,1,1,1,1,1,1,1,1,JHS,21:10,NZM,21:15,3:46,0:05
12780,Delhi Hazrat Nizamud...,2,SWR,1,1,1,1,1,1,1,1,JHS,21:10,NZM,21:15,0:46,0:05
12721,Dakshin SF Express (...,2,SCR,2,1,1,1,1,1,1,1,JHS,21:20,HYB,21:25,3:19,0:05
12861,Dakshin Link SF Expr...,2,ECoR,4,1,1,1,1,1,1,1,JHS,21:20,VSKP,21:25,0:39,0:05
15045,Gorakhpur - Okha Exp...,3,NER,2,0,0,0,0,1,0,0,JHS,21:20,GKP,21:30,2:38,0:10
14310,Ujjaini Express,3,NR,2,0,0,1,1,0,0,0,JHS,21:20,DDN,21:30,2:27,0:10
19054,Muzaffarpur - Surat ...,3,WR,2,0,1,0,0,0,0,0,JHS,21:20,MFP,21:30,3:27,0:10
2112,Lucknow - Mumbai CSM...,2,CR,2,0,0,0,1,0,0,0,JHS,21:20,LKO,21:25,1:21,0:05
22867,Durg - Hazrat Nizamu...,2,SECR,4,0,0,1,0,0,1,0,JHS,21:30,DURG,21:35,3:26,0:05
16032,Andaman Express,3,SR,3,1,0,0,1,0,0,1,JHS,21:35,SVDK,21:45,3:59,0:10
12688,Dehradun - Madurai S...,2,SR,3,0,1,0,0,0,1,0,JHS,21:35,DDN,21:40,0:58,0:05
16318,Himsagar Express (PT...,3,SR,2,0,0,1,0,0,0,0,JHS,21:35,SVDK,21:45,3:18,0:10
11450,Katra - Jabalpur (Du...,3,WCR,2,0,0,0,0,1,0,0,JHS,21:35,SVDK,21:45,1:50,0:10
16318,Himsagar Express Sli...,3,SR,2,0,0,1,0,0,0,0,JHS,21:35,SVDK,21:45,3:41,0:10
22688,Chandigarh - Madurai...,2,SR,2,0,1,0,0,0,1,0,JHS,21:35,CDG,21:40,0:51,0:05
4905,Ashok Nagar - Delhi ...,3,NR,2,1,0,0,0,0,0,0,JHS,21:40,ASKN,21:50,1:57,0:10
16094,Lucknow Jn. - Chenna...,3,SR,2,0,1,0,0,1,0,0,JHS,21:45,LJN,21:55,0:43,0:10
15023,Gorakhpur - Yesvantp...,3,NER,5,0,0,1,0,0,0,0,JHS,21:45,GKP,21:55,0:51,0:10
22122,Lucknow - Mumbai LTT...,2,CR,2,1,0,0,0,0,0,0,JHS,21:45,LKO,21:50,1:02,0:05
12406,Hazrat Nizamuddin - ...,2,NR,3,1,0,0,0,0,1,0,JHS,21:50,NZM,21:55,0:50,0:05
12410,H. Nizamuddin - Raig...,2,NR,3,0,1,1,1,1,0,1,JHS,21:50,NZM,21:55,3:46,0:05
12919,Malwa SF Express (PT...,2,WR,5,1,1,1,1,1,1,1,JHS,21:55,INDB,22:00,1:59,0:05
14623,Patalkot Express,3,NR,4,1,1,1,1,1,1,1,JHS,22:05,CWA,22:15,0:44,0:10
51808,Banda - Jhansi Passe...*,5,NCR,6,1,1,1,1,1,1,1,JHS,22:15,BNDA,22:35,0:07,0:20
11107,Bundelkhand Express,3,NCR,1,1,1,1,1,1,1,1,JHS,22:28,GWL,22:38,0:07,0:10
14314,Bareilly - Mumbai LT...,3,NR,2,0,0,0,0,0,0,1,JHS,22:30,BE,22:40,1:45,0:10
16688,Navyug Express,3,SR,2,0,0,0,0,0,1,0,JHS,22:30,SVDK,22:40,2:21,0:10
16688,Navyug Express Slip,3,SR,2,0,0,0,0,0,1,0,JHS,22:30,SVDK,22:40,0:25,0:10
12550,Jammu Tawi - Durg We...,2,SECR,2,0,0,0,0,1,0,0,JHS,22:30,JAT,22:35,0:19,0:05
14320,Bareilly - Indore We...,3,NR,2,0,0,0,1,0,0,0,JHS,22:30,BE,22:40,0:05,0:10
11110,Lucknow Jn. - Jhansi...*,3,NCR,7,1,1,1,1,1,1,1,JHS,22:35,LJN,22:45,0:42,0:10
22181,Jabalpur - Hazrat Ni...,2,WCR,5,1,1,1,1,1,1,1,JHS,22:45,JBP,22:50,3:07,0:05
12190,Mahakaushal Express,2,WCR,3,1,1,1,1,1,1,1,JHS,22:55,NZM,23:00,2:23,0:05
12447,Uttar Pradesh Sampar...,2,NR,1,1,1,1,1,1,1,1,JHS,23:10,MKP,23:15,3:12,0:05
22447,Uttar Pradesh Sampar...,2,NR,1,1,1,1,1,1,1,1,JHS,23:10,KURJ,23:15,3:56,0:05
12183,Bhopal - Pratapgarh ...,2,WCR,4,1,0,1,0,0,1,0,JHS,23:12,BPL,23:17,2:26,0:05
19313,Indore - Rajendranag...,3,WR,7,0,0,0,1,0,0,0,JHS,23:12,INDB,23:22,1:37,0:10
19321,Indore - Rajendranag...,3,WR,2,0,0,0,0,0,0,1,JHS,23:12,INDB,23:22,2:29,0:10
9307,Indore - Patna Speci...,3,WR,2,0,1,0,0,0,0,0,JHS,23:12,INDB,23:22,2:51,0:10
19305,Indore - Guwahati We...,3,WR,3,0,0,0,0,1,0,0,JHS,23:12,INDB,23:22,2:54,0:10
12824,Chhattisgarh Sampark...,2,SECR,2,1,0,1,0,0,1,0,JHS,23:15,NZM,23:20,2:44,0:05
12122,Madhya Pradesh Sampa...,2,WCR,2,0,1,0,0,1,0,1,JHS,23:15,NZM,23:20,2:55,0:05
12724,Telangana Express (P...,2,SCR,2,1,1,1,1,1,1,1,JHS,23:25,NDLS,23:30,1:53,0:05
12615,Grand Trunk (GT) Exp...,2,SR,5,1,1,1,1,1,1,1,JHS,23:28,MAS,23:33,1:11,0:05
12779,Goa Express (PT),2,SWR,5,1,1,1,1,1,1,1,JHS,23:50,VSG,23:55,2:33,0:05
17305,Hubballi - Londa - D...,2,SWR,5,1,1,1,1,1,1,1,JHS,23:50,UBL,23:55,1:20,0:05
22182,Hazrat Nizamuddin - ...,2,WCR,2,1,1,1,1,1,1,1,JHS,23:52,NZM,23:57,3:26,0:05
